i	j	fold	type
409	620	0	n
411	620	0	n
414	620	0	n
415	620	0	n
416	620	0	n
419	620	0	n
422	620	0	n
423	620	0	n
426	620	0	n
429	620	0	n
432	620	0	n
434	620	0	n
436	620	0	n
438	620	0	n
444	620	0	n
452	620	0	n
454	620	0	n
458	620	0	n
461	620	0	n
462	620	0	n
464	620	0	n
466	620	0	n
470	620	0	n
471	620	0	n
472	620	0	n
473	620	0	n
474	620	0	n
487	620	0	n
488	620	0	n
489	620	0	n
506	620	0	n
507	620	0	n
508	620	0	n
509	620	0	n
510	620	0	n
522	620	0	n
526	620	0	n
527	620	0	n
528	620	0	n
529	620	0	n
531	620	0	n
532	620	0	n
533	620	0	n
534	620	0	n
535	620	0	n
536	620	0	n
538	620	0	n
539	620	0	n
540	620	0	n
541	620	0	n
545	620	0	n
547	620	0	n
548	620	0	n
549	620	0	n
550	620	0	n
551	620	0	n
552	620	0	n
553	620	0	n
554	620	0	n
555	620	0	n
557	620	0	n
558	620	0	n
559	620	0	n
562	620	0	n
564	620	0	n
565	620	0	n
566	620	0	n
567	620	0	n
569	620	0	n
570	620	0	n
572	620	0	n
573	620	0	n
574	620	0	n
576	620	0	n
577	620	0	n
578	620	0	n
579	620	0	n
580	620	0	n
581	620	0	n
582	620	0	n
583	620	0	n
584	620	0	n
585	620	0	n
586	620	0	n
587	620	0	n
588	620	0	n
589	620	0	n
590	620	0	n
591	620	0	n
592	620	0	n
593	620	0	n
594	620	0	n
595	620	0	n
596	620	0	n
597	620	0	n
598	620	0	n
599	620	0	n
600	620	0	n
601	620	0	n
602	620	0	n
604	620	0	n
606	620	0	n
607	620	0	n
614	620	0	n
615	620	0	n
616	620	0	n
617	620	0	n
618	620	0	n
619	620	0	n
36	621	0	n
38	621	0	n
53	621	0	n
54	621	0	n
56	621	0	n
66	621	0	n
75	621	0	n
99	621	0	n
101	621	0	n
104	621	0	n
113	621	0	n
115	621	0	n
118	621	0	n
120	621	0	n
180	621	0	n
188	621	0	n
190	621	0	n
193	621	0	n
194	621	0	n
196	621	0	n
197	621	0	n
198	621	0	n
199	621	0	n
211	621	0	n
219	621	0	n
224	621	0	n
238	621	0	n
247	621	0	n
248	621	0	n
249	621	0	n
250	621	0	n
253	621	0	n
254	621	0	n
258	621	0	n
272	621	0	n
283	621	0	n
286	621	0	n
290	621	0	n
294	621	0	n
295	621	0	n
297	621	0	n
303	621	0	n
304	621	0	n
311	621	0	n
312	621	0	n
318	621	0	n
319	621	0	n
323	621	0	n
337	621	0	n
341	621	0	n
343	621	0	n
346	621	0	n
353	621	0	n
355	621	0	n
360	621	0	n
364	621	0	n
367	621	0	n
370	621	0	n
384	621	0	n
386	621	0	n
394	621	0	n
395	621	0	n
402	621	0	n
406	621	0	n
408	621	0	n
409	621	0	n
410	621	0	n
411	621	0	n
412	621	0	n
413	621	0	n
416	621	0	n
418	621	0	n
422	621	0	n
424	621	0	n
425	621	0	n
426	621	0	n
427	621	0	n
435	621	0	n
440	621	0	n
448	621	0	n
454	621	0	n
460	621	0	n
462	621	0	n
474	621	0	n
475	621	0	n
478	621	0	n
485	621	0	n
486	621	0	n
487	621	0	n
489	621	0	n
493	621	0	n
495	621	0	n
499	621	0	n
501	621	0	n
503	621	0	n
507	621	0	n
510	621	0	n
511	621	0	n
513	621	0	n
515	621	0	n
516	621	0	n
518	621	0	n
522	621	0	n
523	621	0	n
527	621	0	n
529	621	0	n
530	621	0	n
535	621	0	n
538	621	0	n
539	621	0	n
540	621	0	n
541	621	0	n
543	621	0	n
545	621	0	n
546	621	0	n
547	621	0	n
548	621	0	n
549	621	0	n
551	621	0	n
552	621	0	n
553	621	0	n
554	621	0	n
555	621	0	n
557	621	0	n
558	621	0	n
559	621	0	n
560	621	0	n
561	621	0	n
564	621	0	n
565	621	0	n
566	621	0	n
569	621	0	n
571	621	0	n
573	621	0	n
574	621	0	n
575	621	0	n
576	621	0	n
577	621	0	n
578	621	0	n
579	621	0	n
580	621	0	n
581	621	0	n
582	621	0	n
583	621	0	n
584	621	0	n
586	621	0	n
587	621	0	n
588	621	0	n
589	621	0	n
590	621	0	n
591	621	0	n
592	621	0	n
593	621	0	n
594	621	0	n
595	621	0	n
596	621	0	n
597	621	0	n
598	621	1	down
599	621	0	n
600	621	0	n
601	621	0	n
602	621	0	n
607	621	0	n
614	621	0	n
615	621	0	n
616	621	0	n
617	621	0	n
618	621	0	n
619	621	0	n
620	621	0	n
26	622	0	n
29	622	0	n
48	622	0	n
81	622	0	n
96	622	0	n
116	622	0	n
169	622	0	n
181	622	0	n
182	622	0	n
189	622	0	n
193	622	0	n
194	622	0	n
195	622	0	n
196	622	0	n
197	622	0	n
200	622	0	n
201	622	0	n
202	622	0	n
203	622	0	n
208	622	0	n
210	622	0	n
224	622	0	n
225	622	0	n
234	622	0	n
241	622	0	n
245	622	0	n
252	622	0	n
253	622	0	n
258	622	0	n
276	622	0	n
284	622	0	n
289	622	0	n
291	622	0	n
295	622	0	n
296	622	0	n
307	622	0	n
318	622	0	n
319	622	0	n
321	622	0	n
328	622	0	n
333	622	0	n
335	622	0	n
336	622	0	n
338	622	0	n
340	622	0	n
345	622	0	n
355	622	0	n
360	622	0	n
365	622	0	n
366	622	0	n
381	622	0	n
382	622	0	n
383	622	0	n
386	622	0	n
387	622	0	n
390	622	0	n
391	622	0	n
395	622	0	n
396	622	0	n
397	622	0	n
402	622	0	n
404	622	0	n
405	622	0	n
406	622	0	n
407	622	0	n
414	622	0	n
415	622	0	n
419	622	0	n
421	622	0	n
425	622	0	n
429	622	0	n
439	622	0	n
449	622	0	n
450	622	0	n
454	622	0	n
456	622	0	n
458	622	0	n
462	622	0	n
464	622	0	n
467	622	0	n
475	622	0	n
477	622	0	n
478	622	0	n
485	622	0	n
487	622	0	n
492	622	0	n
499	622	0	n
506	622	0	n
508	622	0	n
509	622	0	n
511	622	0	n
512	622	0	n
513	622	0	n
514	622	0	n
516	622	0	n
525	622	0	n
526	622	0	n
528	622	0	n
529	622	0	n
531	622	0	n
532	622	0	n
535	622	0	n
536	622	0	n
539	622	0	n
541	622	0	n
546	622	0	n
548	622	0	n
549	622	0	n
551	622	0	n
552	622	0	n
553	622	0	n
554	622	0	n
555	622	0	n
556	622	0	n
558	622	0	n
560	622	0	n
561	622	0	n
563	622	0	n
564	622	0	n
566	622	0	n
567	622	0	n
569	622	0	n
571	622	0	n
572	622	0	n
573	622	0	n
574	622	0	n
575	622	0	n
576	622	0	n
577	622	0	n
578	622	0	n
579	622	0	n
580	622	0	n
581	622	0	n
582	622	0	n
583	622	0	n
584	622	0	n
585	622	0	n
586	622	0	n
588	622	0	n
589	622	0	n
590	622	0	n
591	622	0	n
592	622	0	n
593	622	0	n
594	622	0	n
595	622	0	n
596	622	0	n
597	622	0	n
598	622	0	n
599	622	0	n
600	622	0	n
601	622	0	n
602	622	0	n
605	622	0	n
607	622	0	n
614	622	0	n
615	622	0	n
616	622	0	n
617	622	0	n
618	622	0	n
619	622	0	n
620	622	0	n
621	622	0	n
22	623	0	n
26	623	0	n
40	623	0	n
48	623	0	n
50	623	0	n
99	623	0	n
101	623	0	n
114	623	0	n
118	623	0	n
168	623	0	n
170	623	0	n
187	623	0	n
190	623	0	n
193	623	0	n
196	623	0	n
203	623	0	n
204	623	0	n
206	623	0	n
219	623	0	n
221	623	0	n
222	623	0	n
223	623	0	n
232	623	0	n
234	623	0	n
242	623	0	n
256	623	0	n
263	623	0	n
269	623	0	n
271	623	0	n
276	623	0	n
286	623	0	n
291	623	0	n
294	623	0	n
317	623	0	n
319	623	0	n
320	623	0	n
321	623	0	n
322	623	0	n
330	623	0	n
333	623	0	n
336	623	0	n
340	623	0	n
343	623	0	n
344	623	0	n
348	623	0	n
352	623	0	n
355	623	0	n
359	623	0	n
364	623	0	n
366	623	0	n
368	623	0	n
370	623	0	n
378	623	0	n
380	623	0	n
382	623	0	n
383	623	0	n
387	623	0	n
390	623	0	n
394	623	0	n
403	623	0	n
404	623	0	n
407	623	0	n
408	623	0	n
414	623	0	n
416	623	0	n
428	623	0	n
429	623	0	n
433	623	0	n
435	623	0	n
439	623	0	n
441	623	0	n
442	623	0	n
444	623	0	n
457	623	0	n
459	623	0	n
461	623	0	n
462	623	0	n
468	623	0	n
470	623	0	n
473	623	0	n
475	623	0	n
476	623	0	n
477	623	0	n
478	623	0	n
479	623	0	n
482	623	0	n
484	623	0	n
488	623	0	n
495	623	0	n
496	623	0	n
500	623	0	n
503	623	0	n
512	623	0	n
513	623	0	n
514	623	0	n
517	623	0	n
521	623	0	n
522	623	0	n
523	623	0	n
524	623	0	n
529	623	0	n
531	623	0	n
533	623	0	n
534	623	0	n
535	623	0	n
536	623	0	n
540	623	0	n
541	623	0	n
542	623	0	n
543	623	0	n
544	623	0	n
545	623	0	n
546	623	0	n
547	623	0	n
548	623	0	n
549	623	0	n
550	623	0	n
551	623	0	n
552	623	0	n
553	623	0	n
555	623	0	n
556	623	0	n
557	623	0	n
558	623	0	n
559	623	0	n
560	623	0	n
562	623	0	n
564	623	0	n
565	623	0	n
566	623	0	n
568	623	0	n
569	623	0	n
570	623	0	n
571	623	0	n
573	623	0	n
574	623	0	n
575	623	0	n
576	623	0	n
577	623	0	n
578	623	0	n
580	623	0	n
581	623	0	n
582	623	0	n
583	623	0	n
584	623	0	n
585	623	0	n
586	623	0	n
587	623	0	n
588	623	0	n
589	623	0	n
590	623	0	n
591	623	0	n
592	623	0	n
593	623	0	n
594	623	0	n
595	623	0	n
596	623	0	n
597	623	0	n
598	623	0	n
599	623	0	n
600	623	0	n
601	623	0	n
602	623	0	n
607	623	0	n
614	623	0	n
615	623	0	n
616	623	0	n
617	623	0	n
618	623	0	n
619	623	0	n
620	623	0	n
621	623	0	n
622	623	0	n
26	624	0	n
28	624	0	n
30	624	0	n
33	624	0	n
34	624	0	n
50	624	0	n
55	624	0	n
72	624	0	n
75	624	0	n
76	624	0	n
80	624	0	n
97	624	0	n
98	624	0	n
99	624	0	n
100	624	0	n
108	624	0	n
116	624	0	n
117	624	0	n
177	624	0	n
180	624	0	n
186	624	0	n
189	624	0	n
190	624	0	n
193	624	0	n
195	624	0	n
196	624	0	n
200	624	0	n
203	624	0	n
204	624	0	n
213	624	0	n
220	624	0	n
223	624	0	n
224	624	0	n
227	624	0	n
234	624	0	n
235	624	0	n
247	624	0	n
248	624	0	n
249	624	0	n
252	624	0	n
268	624	0	n
271	624	0	n
281	624	0	n
284	624	0	n
290	624	0	n
294	624	0	n
302	624	0	n
305	624	0	n
315	624	0	n
319	624	0	n
323	624	0	n
325	624	0	n
337	624	0	n
338	624	0	n
341	624	0	n
350	624	0	n
364	624	0	n
369	624	0	n
371	624	0	n
376	624	0	n
381	624	0	n
382	624	0	n
383	624	0	n
384	624	0	n
386	624	0	n
387	624	0	n
390	624	0	n
391	624	0	n
393	624	0	n
394	624	0	n
400	624	0	n
402	624	0	n
404	624	0	n
409	624	0	n
411	624	0	n
412	624	0	n
415	624	0	n
421	624	0	n
422	624	0	n
424	624	0	n
429	624	0	n
430	624	0	n
431	624	0	n
439	624	0	n
440	624	0	n
441	624	0	n
446	624	0	n
448	624	0	n
450	624	0	n
452	624	0	n
453	624	0	n
454	624	0	n
455	624	0	n
461	624	0	n
462	624	0	n
463	624	0	n
466	624	0	n
467	624	0	n
470	624	0	n
475	624	0	n
478	624	0	n
479	624	0	n
481	624	0	n
482	624	0	n
495	624	0	n
497	624	0	n
502	624	0	n
503	624	0	n
507	624	0	n
511	624	0	n
512	624	0	n
513	624	0	n
514	624	0	n
518	624	0	n
519	624	0	n
520	624	0	n
521	624	0	n
522	624	0	n
523	624	0	n
526	624	0	n
529	624	0	n
530	624	0	n
531	624	0	n
532	624	0	n
533	624	0	n
534	624	0	n
535	624	0	n
536	624	0	n
537	624	0	n
539	624	0	n
540	624	0	n
541	624	0	n
542	624	0	n
543	624	0	n
544	624	0	n
545	624	0	n
546	624	0	n
547	624	0	n
548	624	0	n
549	624	0	n
550	624	0	n
551	624	0	n
553	624	0	n
555	624	0	n
556	624	0	n
557	624	0	n
558	624	0	n
561	624	0	n
563	624	0	n
565	624	0	n
566	624	0	n
568	624	0	n
569	624	0	n
570	624	0	n
572	624	0	n
575	624	0	n
576	624	0	n
577	624	0	n
578	624	0	n
580	624	0	n
581	624	0	n
583	624	0	n
584	624	0	n
585	624	0	n
586	624	0	n
587	624	0	n
588	624	0	n
589	624	0	n
590	624	0	n
591	624	0	n
592	624	0	n
593	624	0	n
594	624	0	n
595	624	0	n
596	624	0	n
597	624	0	n
598	624	0	n
599	624	0	n
600	624	0	n
601	624	0	n
602	624	0	n
606	624	0	n
607	624	0	n
614	624	0	n
615	624	0	n
616	624	0	n
617	624	0	n
618	624	0	n
619	624	0	n
620	624	0	n
621	624	0	n
622	624	0	n
623	624	0	n
28	625	0	n
30	625	0	n
32	625	0	n
33	625	0	n
34	625	0	n
38	625	0	n
39	625	0	n
45	625	0	n
46	625	0	n
47	625	0	n
53	625	0	n
55	625	0	n
60	625	0	n
61	625	0	n
63	625	0	n
78	625	0	n
79	625	0	n
80	625	0	n
83	625	0	n
107	625	0	n
108	625	0	n
117	625	0	n
118	625	0	n
153	625	0	n
161	625	0	n
166	625	0	n
180	625	0	n
191	625	0	n
192	625	0	n
200	625	0	n
207	625	0	n
208	625	0	n
213	625	0	n
215	625	0	n
217	625	0	n
218	625	0	n
224	625	0	n
227	625	0	n
228	625	0	n
232	625	0	n
253	625	0	n
271	625	0	n
274	625	0	n
279	625	0	n
285	625	0	n
290	625	0	n
291	625	0	n
293	625	0	n
296	625	0	n
297	625	0	n
303	625	0	n
308	625	0	n
312	625	0	n
319	625	0	n
321	625	0	n
327	625	0	n
330	625	0	n
332	625	0	n
335	625	0	n
338	625	0	n
344	625	0	n
345	625	0	n
351	625	0	n
354	625	0	n
356	625	0	n
358	625	0	n
359	625	0	n
363	625	0	n
365	625	0	n
366	625	0	n
368	625	0	n
369	625	0	n
370	625	0	n
371	625	0	n
374	625	0	n
379	625	0	n
383	625	0	n
384	625	0	n
385	625	0	n
387	625	0	n
388	625	0	n
389	625	0	n
392	625	0	n
393	625	0	n
394	625	0	n
396	625	0	n
397	625	0	n
398	625	0	n
406	625	0	n
408	625	0	n
409	625	0	n
411	625	0	n
412	625	0	n
416	625	0	n
419	625	0	n
420	625	0	n
421	625	0	n
422	625	0	n
423	625	0	n
428	625	0	n
430	625	0	n
431	625	0	n
432	625	0	n
433	625	0	n
436	625	0	n
437	625	0	n
439	625	0	n
440	625	0	n
441	625	0	n
450	625	0	n
451	625	0	n
452	625	0	n
454	625	0	n
455	625	0	n
458	625	0	n
460	625	0	n
461	625	0	n
462	625	0	n
463	625	0	n
467	625	0	n
477	625	0	n
479	625	0	n
481	625	0	n
489	625	0	n
491	625	0	n
492	625	0	n
500	625	0	n
501	625	0	n
503	625	0	n
507	625	0	n
508	625	0	n
509	625	0	n
514	625	0	n
518	625	0	n
520	625	0	n
521	625	0	n
530	625	0	n
531	625	0	n
532	625	0	n
533	625	0	n
534	625	0	n
535	625	0	n
537	625	0	n
539	625	0	n
541	625	0	n
542	625	0	n
543	625	0	n
545	625	0	n
546	625	0	n
547	625	0	n
548	625	0	n
549	625	0	n
550	625	0	n
551	625	0	n
552	625	0	n
553	625	0	n
555	625	0	n
556	625	0	n
557	625	0	n
558	625	0	n
559	625	0	n
563	625	0	n
565	625	0	n
566	625	0	n
567	625	0	n
568	625	0	n
569	625	0	n
570	625	0	n
571	625	0	n
572	625	0	n
573	625	0	n
574	625	0	n
575	625	0	n
576	625	0	n
577	625	0	n
578	625	0	n
579	625	0	n
580	625	0	n
581	625	0	n
583	625	0	n
584	625	0	n
586	625	0	n
587	625	0	n
588	625	0	n
589	625	0	n
590	625	0	n
591	625	0	n
592	625	0	n
593	625	0	n
594	625	0	n
595	625	0	n
596	625	0	n
597	625	0	n
598	625	0	n
599	625	0	n
600	625	0	n
601	625	0	n
602	625	0	n
605	625	0	n
606	625	0	n
607	625	0	n
614	625	0	n
615	625	0	n
616	625	0	n
617	625	0	n
618	625	0	n
619	625	0	n
620	625	0	n
621	625	0	n
622	625	0	n
623	625	0	n
624	625	0	n
29	626	0	n
31	626	0	n
47	626	0	n
63	626	0	n
90	626	0	n
97	626	0	n
101	626	0	n
117	626	0	n
118	626	0	n
167	626	0	n
174	626	0	n
190	626	0	n
194	626	0	n
195	626	0	n
200	626	0	n
202	626	0	n
215	626	0	n
216	626	0	n
217	626	0	n
239	626	0	n
242	626	0	n
249	626	0	n
267	626	0	n
279	626	0	n
286	626	0	n
288	626	0	n
289	626	0	n
290	626	0	n
294	626	0	n
319	626	0	n
326	626	0	n
330	626	0	n
333	626	0	n
342	626	0	n
351	626	0	n
354	626	0	n
365	626	0	n
366	626	0	n
367	626	0	n
370	626	0	n
383	626	0	n
384	626	0	n
387	626	0	n
389	626	0	n
390	626	0	n
391	626	0	n
396	626	0	n
399	626	0	n
402	626	0	n
404	626	0	n
405	626	0	n
407	626	0	n
411	626	0	n
412	626	0	n
415	626	0	n
419	626	0	n
421	626	0	n
422	626	0	n
423	626	0	n
424	626	0	n
425	626	0	n
426	626	0	n
427	626	0	n
432	626	0	n
435	626	0	n
436	626	0	n
438	626	0	n
440	626	0	n
443	626	0	n
444	626	0	n
447	626	0	n
449	626	0	n
451	626	0	n
452	626	0	n
454	626	0	n
461	626	0	n
463	626	0	n
464	626	0	n
469	626	0	n
470	626	0	n
471	626	0	n
472	626	0	n
473	626	0	n
476	626	0	n
480	626	0	n
484	626	0	n
489	626	0	n
494	626	0	n
495	626	0	n
497	626	0	n
503	626	0	n
505	626	0	n
518	626	0	n
522	626	0	n
525	626	0	n
527	626	0	n
528	626	0	n
530	626	0	n
534	626	0	n
535	626	0	n
536	626	0	n
539	626	0	n
540	626	0	n
541	626	0	n
542	626	0	n
544	626	0	n
545	626	0	n
546	626	0	n
547	626	0	n
548	626	0	n
549	626	0	n
551	626	0	n
553	626	0	n
554	626	0	n
555	626	0	n
556	626	0	n
558	626	0	n
563	626	0	n
564	626	0	n
565	626	0	n
566	626	0	n
567	626	0	n
568	626	0	n
569	626	0	n
570	626	0	n
571	626	0	n
573	626	0	n
574	626	0	n
575	626	0	n
577	626	0	n
578	626	0	n
579	626	0	n
580	626	0	n
581	626	0	n
582	626	0	n
583	626	0	n
584	626	0	n
585	626	0	n
587	626	0	n
588	626	0	n
590	626	0	n
592	626	0	n
593	626	0	n
594	626	0	n
596	626	0	n
597	626	0	n
598	626	0	n
599	626	0	n
600	626	0	n
601	626	0	n
602	626	0	n
614	626	0	n
615	626	0	n
616	626	0	n
617	626	0	n
618	626	0	n
619	626	0	n
620	626	0	n
621	626	0	n
622	626	0	n
623	626	0	n
624	626	0	n
625	626	0	n
26	627	0	n
27	627	0	n
28	627	0	n
30	627	0	n
34	627	0	n
36	627	0	n
55	627	0	n
75	627	0	n
78	627	0	n
97	627	0	n
114	627	0	n
117	627	0	n
122	627	0	n
167	627	0	n
170	627	0	n
182	627	0	n
191	627	0	n
193	627	0	n
195	627	0	n
214	627	0	n
215	627	0	n
216	627	0	n
217	627	0	n
218	627	0	n
219	627	0	n
226	627	0	n
227	627	0	n
229	627	0	n
232	627	0	n
238	627	0	n
240	627	0	n
245	627	0	n
246	627	0	n
268	627	0	n
271	627	0	n
272	627	0	n
273	627	0	n
279	627	0	n
286	627	0	n
291	627	0	n
292	627	0	n
294	627	0	n
296	627	0	n
300	627	0	n
302	627	0	n
313	627	0	n
314	627	0	n
320	627	0	n
321	627	0	n
323	627	0	n
325	627	0	n
330	627	0	n
348	627	0	n
349	627	0	n
350	627	0	n
352	627	0	n
354	627	0	n
355	627	0	n
356	627	0	n
358	627	0	n
364	627	0	n
368	627	0	n
370	627	0	n
377	627	0	n
381	627	0	n
382	627	0	n
383	627	0	n
384	627	0	n
385	627	0	n
389	627	0	n
392	627	0	n
394	627	0	n
396	627	0	n
398	627	0	n
399	627	0	n
403	627	0	n
404	627	0	n
407	627	0	n
410	627	0	n
413	627	0	n
417	627	0	n
422	627	0	n
423	627	0	n
425	627	0	n
431	627	0	n
432	627	0	n
434	627	0	n
435	627	0	n
437	627	0	n
439	627	0	n
447	627	0	n
449	627	0	n
452	627	0	n
457	627	0	n
458	627	0	n
460	627	0	n
464	627	0	n
467	627	0	n
474	627	0	n
476	627	0	n
477	627	0	n
478	627	0	n
480	627	0	n
487	627	0	n
498	627	0	n
503	627	0	n
506	627	0	n
513	627	0	n
525	627	0	n
526	627	0	n
531	627	0	n
533	627	0	n
534	627	0	n
535	627	0	n
536	627	0	n
537	627	0	n
538	627	0	n
542	627	0	n
543	627	0	n
544	627	0	n
545	627	0	n
546	627	0	n
547	627	0	n
548	627	0	n
549	627	0	n
551	627	0	n
552	627	0	n
553	627	0	n
554	627	0	n
555	627	0	n
556	627	0	n
557	627	0	n
558	627	0	n
559	627	0	n
560	627	0	n
561	627	0	n
562	627	0	n
563	627	0	n
566	627	0	n
567	627	0	n
570	627	0	n
572	627	0	n
573	627	0	n
575	627	0	n
576	627	0	n
577	627	0	n
578	627	0	n
579	627	0	n
580	627	0	n
581	627	0	n
582	627	0	n
583	627	0	n
584	627	0	n
585	627	0	n
586	627	0	n
587	627	0	n
588	627	0	n
589	627	0	n
590	627	0	n
591	627	0	n
592	627	0	n
593	627	0	n
594	627	0	n
595	627	0	n
596	627	0	n
597	627	0	n
598	627	0	n
599	627	0	n
600	627	0	n
601	627	0	n
602	627	0	n
606	627	0	n
607	627	0	n
615	627	0	n
616	627	0	n
617	627	0	n
618	627	0	n
619	627	0	n
620	627	0	n
621	627	0	n
622	627	0	n
623	627	0	n
624	627	0	n
625	627	0	n
626	627	0	n
26	628	0	n
28	628	0	n
29	628	0	n
31	628	0	n
33	628	0	n
35	628	0	n
39	628	0	n
53	628	0	n
72	628	0	n
95	628	0	n
97	628	0	n
99	628	0	n
110	628	0	n
116	628	0	n
117	628	0	n
182	628	0	n
183	628	0	n
200	628	0	n
201	628	0	n
203	628	0	n
210	628	0	n
211	628	0	n
218	628	0	n
219	628	0	n
221	628	0	n
226	628	0	n
230	628	0	n
247	628	0	n
248	628	0	n
265	628	0	n
269	628	0	n
270	628	0	n
272	628	0	n
277	628	0	n
278	628	0	n
288	628	0	n
290	628	0	n
292	628	0	n
296	628	0	n
301	628	0	n
304	628	0	n
313	628	0	n
318	628	0	n
324	628	0	n
330	628	0	n
338	628	0	n
354	628	0	n
363	628	0	n
369	628	0	n
377	628	0	n
380	628	0	n
381	628	0	n
382	628	0	n
397	628	0	n
399	628	0	n
400	628	0	n
401	628	0	n
404	628	0	n
405	628	0	n
406	628	0	n
407	628	0	n
410	628	0	n
411	628	0	n
412	628	0	n
413	628	0	n
416	628	0	n
419	628	0	n
422	628	0	n
426	628	0	n
428	628	0	n
435	628	0	n
442	628	0	n
449	628	0	n
451	628	0	n
452	628	0	n
455	628	0	n
459	628	0	n
463	628	0	n
464	628	0	n
493	628	0	n
498	628	0	n
499	628	0	n
501	628	0	n
502	628	0	n
510	628	0	n
511	628	0	n
515	628	0	n
522	628	0	n
525	628	0	n
528	628	0	n
532	628	0	n
533	628	0	n
534	628	0	n
535	628	0	n
536	628	0	n
537	628	0	n
538	628	0	n
540	628	0	n
541	628	0	n
543	628	0	n
545	628	0	n
546	628	0	n
547	628	0	n
548	628	0	n
550	628	0	n
552	628	0	n
554	628	0	n
555	628	0	n
556	628	0	n
557	628	0	n
558	628	0	n
559	628	0	n
563	628	0	n
565	628	0	n
566	628	0	n
567	628	0	n
570	628	0	n
571	628	0	n
572	628	0	n
573	628	0	n
574	628	0	n
575	628	0	n
577	628	0	n
578	628	0	n
579	628	0	n
580	628	0	n
581	628	0	n
582	628	0	n
583	628	0	n
584	628	0	n
585	628	0	n
586	628	0	n
587	628	0	n
588	628	0	n
589	628	0	n
590	628	0	n
591	628	0	n
592	628	0	n
593	628	0	n
594	628	0	n
595	628	0	n
596	628	0	n
597	628	0	n
598	628	0	n
599	628	0	n
600	628	0	n
601	628	0	n
602	628	0	n
607	628	0	n
614	628	0	n
615	628	0	n
616	628	0	n
617	628	0	n
618	628	0	n
619	628	0	n
620	628	0	n
621	628	0	n
622	628	1	down
623	628	0	n
624	628	0	n
625	628	0	n
626	628	0	n
627	628	0	n
30	629	0	n
31	629	0	n
33	629	0	n
34	629	0	n
35	629	0	n
38	629	0	n
46	629	0	n
59	629	0	n
60	629	0	n
61	629	0	n
78	629	0	n
81	629	0	n
86	629	0	n
100	629	0	n
116	629	0	n
117	629	0	n
118	629	0	n
173	629	0	n
179	629	0	n
184	629	0	n
189	629	0	n
196	629	0	n
201	629	0	n
203	629	0	n
205	629	0	n
210	629	0	n
211	629	0	n
213	629	0	n
215	629	0	n
216	629	0	n
218	629	0	n
223	629	0	n
227	629	0	n
228	629	0	n
235	629	0	n
247	629	0	n
251	629	0	n
253	629	0	n
258	629	0	n
263	629	0	n
268	629	0	n
271	629	0	n
273	629	0	n
279	629	0	n
284	629	0	n
290	629	0	n
291	629	0	n
295	629	0	n
298	629	0	n
311	629	0	n
312	629	0	n
313	629	0	n
321	629	0	n
332	629	0	n
336	629	0	n
338	629	0	n
339	629	0	n
357	629	0	n
365	629	0	n
370	629	0	n
372	629	0	n
379	629	0	n
380	629	0	n
381	629	0	n
382	629	0	n
386	629	0	n
387	629	0	n
395	629	0	n
396	629	0	n
397	629	0	n
398	629	0	n
399	629	0	n
400	629	0	n
401	629	0	n
403	629	0	n
407	629	0	n
409	629	0	n
410	629	0	n
411	629	0	n
412	629	0	n
416	629	0	n
417	629	0	n
419	629	0	n
421	629	0	n
423	629	0	n
424	629	0	n
432	629	0	n
433	629	0	n
435	629	0	n
437	629	0	n
440	629	0	n
441	629	0	n
450	629	0	n
453	629	0	n
454	629	0	n
455	629	0	n
460	629	0	n
475	629	0	n
477	629	0	n
488	629	0	n
491	629	0	n
496	629	0	n
512	629	0	n
513	629	0	n
515	629	0	n
516	629	0	n
517	629	0	n
518	629	0	n
521	629	0	n
523	629	0	n
524	629	0	n
525	629	0	n
526	629	0	n
528	629	0	n
532	629	0	n
533	629	0	n
534	629	0	n
535	629	0	n
536	629	0	n
537	629	0	n
538	629	0	n
539	629	0	n
540	629	0	n
542	629	0	n
543	629	0	n
544	629	0	n
545	629	0	n
547	629	0	n
548	629	0	n
549	629	0	n
551	629	0	n
552	629	0	n
553	629	0	n
554	629	0	n
555	629	0	n
557	629	0	n
559	629	0	n
563	629	0	n
565	629	0	n
566	629	0	n
567	629	0	n
568	629	0	n
569	629	0	n
570	629	0	n
572	629	0	n
573	629	0	n
575	629	0	n
576	629	0	n
577	629	0	n
578	629	0	n
579	629	0	n
582	629	0	n
584	629	0	n
586	629	0	n
587	629	0	n
588	629	0	n
589	629	0	n
590	629	0	n
591	629	0	n
592	629	0	n
593	629	0	n
594	629	0	n
595	629	0	n
596	629	0	n
597	629	0	n
598	629	0	n
599	629	0	n
600	629	0	n
601	629	0	n
602	629	0	n
607	629	0	n
615	629	0	n
616	629	0	n
617	629	0	n
618	629	0	n
619	629	0	n
620	629	0	n
621	629	0	n
622	629	0	n
623	629	0	n
624	629	0	n
625	629	0	n
626	629	0	n
627	629	0	n
628	629	0	n
31	630	0	n
32	630	0	n
34	630	0	n
50	630	0	n
51	630	0	n
59	630	0	n
70	630	0	n
74	630	0	n
78	630	0	n
93	630	0	n
102	630	0	n
118	630	0	n
131	630	0	n
160	630	0	n
183	630	0	n
186	630	0	n
192	630	0	n
193	630	0	n
198	630	0	n
215	630	0	n
220	630	0	n
228	630	0	n
248	630	0	n
249	630	0	n
269	630	0	n
272	630	0	n
284	630	0	n
285	630	0	n
289	630	0	n
318	630	0	n
324	630	0	n
332	630	0	n
